"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"G234128","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Conditional phenotypes","PS00152","2","TRANSPORT FACILITATION","vacuole."
"G234128","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","PS00152","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","vacuole."
"G234128","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","PS00152","2","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","vacuole."
"G234128","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","PS00152","2","IONIC HOMEOSTASIS","vacuole."
"G234128","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","PS00152","2","TRANSPORT FACILITATION","vacuole."
"G234131","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00509","2","CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION","plasma membrane."
"G234131","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00509","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234139","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00350","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234139","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00350","2","TRANSCRIPTION","nucleus."
"G234141","Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00626","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234141","Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00626","2","TRANSCRIPTION","nucleus."
"G234167","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234167","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234167","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","3","METABOLISM","cytoskeleton."
"G234167","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234167","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234167","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","3","METABOLISM","cytoskeleton."
"G234169","Non-Essential","ATPases","RNA processing complexes","Sensitivity to aminoacid analogs and other drugs","PS00013","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS00013","3","TRANSPORT FACILITATION","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Mating and sporulation defects","PS00017","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234169","Non-Essential","ATPases","Respiration chain complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","3","TRANSPORT FACILITATION","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Mating and sporulation defects","PS00022","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS00022","3","TRANSPORT FACILITATION","plasma membrane."
"G234169","Non-Essential","ATPases","RNA processing complexes","Sensitivity to aminoacid analogs and other drugs","PS00211","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS00211","3","TRANSPORT FACILITATION","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Mating and sporulation defects","PS01186","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS01186","3","TRANSPORT FACILITATION","plasma membrane."
"G234169","Non-Essential","ATPases","RNA processing complexes","Sensitivity to aminoacid analogs and other drugs","PS01248","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234169","Non-Essential","ATPases","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS01248","3","TRANSPORT FACILITATION","plasma membrane."
"G234170","Non-Essential","Transcription factors","RNA processing complexes","Cell cycle defects","PS00028","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234170","Non-Essential","Transcription factors","RNA processing complexes","Cell cycle defects","PS00028","3","TRANSCRIPTION","nucleus."
"G234177","Non-Essential","GTP/GDP-exchange factors (GEFs)","Cytoskeleton","Cell morphology and organelle mutants","PS00720","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","plasma membrane."
"G234177","Non-Essential","GTP/GDP-exchange factors (GEFs)","Casein kinase","Cell morphology and organelle mutants","PS00720","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234178","Non-Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00626","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234178","Non-Essential","Transcription factors","RNA processing complexes","Auxotrophies, carbon and","PS00028","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234178","Non-Essential","Transcription factors","RNA processing complexes","Cell cycle defects","PS00028","3","TRANSCRIPTION","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","PS01248","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","PS00108","3","METABOLISM","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","PS00018","3","TRANSCRIPTION","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects","PS00434","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects","PS00108","3","METABOLISM","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects","PS00434","3","TRANSCRIPTION","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","PS01248","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","PS00108","3","METABOLISM","nucleus."
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","PS00014","3","TRANSCRIPTION","nucleus."
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00027","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00027","4","TRANSCRIPTION","nucleus."
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","TRANSCRIPTION","nucleus."
"G234194","Essential","Protein Kinases","Replication complexes","Cell cycle defects","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234194","Essential","Protein Kinases","Replication complexes","Cell cycle defects","PS00108","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234194","Essential","Protein Kinases","Replication complexes","Nucleic acid metabolism defects","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234194","Essential","Protein Kinases","Replication complexes","Nucleic acid metabolism defects","PS00108","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234197","Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234197","Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234197","Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoskeleton."
"G234197","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234197","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234197","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoskeleton."
"G234201","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","PS00402","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234201","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","PS00018","4","PROTEIN DESTINATION","nucleus."
"G234202","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G234202","Non-Essential","Protein Kinases","Intracellular transport complexes","Nucleic acid metabolism defects","PS00108","4","CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION","nucleus."
"G234202","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234205","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00027","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234205","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00027","4","METABOLISM","nucleus."
"G234205","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00027","4","TRANSCRIPTION","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107","4","TRANSCRIPTION","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","4","TRANSCRIPTION","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107","4","TRANSCRIPTION","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
