"V1","V2","V3","V4","V5","V6","V7","V9"
"G238783","Non-Essential","Transcription factors","Assembly complexes","Nucleic acid metabolism defects","PS00633","16","?."
"G234618","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00038","10","?."
"G235888","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108","16","?."
"G235069","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00446","2","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","4","?."
"G235414","Essential","ATPases","Sister chromatid cohesion regulation complex","Cell morphology and organelle mutants","PS00211","12","?."
"G234333","Non-Essential","Proteases","Proteases, mitochondrial","Auxotrophies, carbon and","PS00136","5","?."
"G235695","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01166","2","?."
"G235646","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00018","12","?."
"G235106","Essential","Transcription factors","RNA processing complexes","Nucleic acid metabolism defects","PS00037","1","?."
"G235538","Essential","ATPases","Replication complexes","Cell morphology and organelle mutants","PS00017","10","?."
"G238132","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Stress response defects","PS00017","16","?."
"G234147","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00190","2","?."
"G234394","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00406","6","?."
"G235055","Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00343","16","?."
"G237429","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00017","13","?."
"G235150","Non-Essential","Protein Kinases","Translocon","Cell morphology and organelle mutants","PS00108","2","?."
"G234515","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00028","8","?."
"G235233","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","4","?."
"G234806","Non-Essential","Motorproteins","Cytoskeleton","Conditional phenotypes","PS00017","13","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00329","10","?."
"G235424","Non-Essential","Transcription factors","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","7","?."
"G234203","Essential","Polymerases","Replication complexes","Nucleic acid metabolism defects","PS00116","4","?."
"G234847","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00116","14","?."
"G235111","Non-Essential","Major facilitator superfamily proteins (MFS)","Translation complexes","Conditional phenotypes","PS00218","2","?."
"G234615","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132","10","?."
"G235818","Non-Essential","Cyclins","Histone acetyltransferase complexes","Auxotrophies, carbon and","PS00078","15","?."
"G235339","Non-Essential","Motorproteins","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","4","?."
"G235783","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","14","?."
"G238063","Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00350","15","?."
"G234419","Essential","Transcription factors","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","7","?."
"G234521","Non-Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132","8","?."
"G236838","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS01188","12","?."
"G235746","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","13","?."
"G237587","Ambiguous-Essential","Major facilitator superfamily proteins (MFS)","Translation complexes","Auxotrophies, carbon and","PS00174","2","?."
"G235778","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","14","?."
"G234750","Essential","GTP-binding proteins","Translocon","Sensitivity to aminoacid analogs and other drugs","PS00755","12","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Stress response defects","PS01019","4","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00299","12","?."
"G235354","Essential","ATPases","Proteasome","Conditional phenotypes","PS00854","6","?."
"G235882","Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","16","?."
"G234813","Non-Essential","Proteases","Proteases, mitochondrial","Stress response defects","PS00760","13","?."
"G234442","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","7","?."
"G235118","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00012","2","?."
"G235389","Non-Essential","Protein Kinases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00107","7","?."
"G239572","Non-Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","16","?."
"G234521","Non-Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132","8","?."
"G235794","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","14","?."
"G235121","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","2","?."
"G234834","Non-Essential","Ubiquitin-system proteins","Translation complexes","Stress response defects","PS00299","13","?."
"G236380","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00867","7","?."
"G234247","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Conditional phenotypes","PS00183","4","?."
"G234179","Non-Essential","Transcription factors","Translation complexes","Conditional phenotypes","PS00017","3","?."
"G234405","Essential","ATPases","Sister chromatid cohesion regulation complex","Cell cycle defects","PS00211","6","?."
"G239574","Essential","GTP-binding proteins","RNA processing complexes","Conditional phenotypes","PS00037","12","?."
"G234086","Non-Essential","Proteases","Proteases, mitochondrial","Auxotrophies, carbon and","PS00017","2","?."
"G237587","Ambiguous-Essential","Major facilitator superfamily proteins (MFS)","Translocon","Cell cycle defects","PS00765","2","?."
"G235605","Essential","ATPases","Cytoskeleton","Cell morphology and organelle mutants","PS00325","12","?."
"G237059","Non-Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS01202","2","?."
"G235166","Essential","Polymerases","RNA processing complexes","Conditional phenotypes","PS00017","2","?."
"G235354","Essential","ATPases","Proteasome","Conditional phenotypes","PS00854","6","?."
"G235224","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00633","4","?."
"G235305","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00107","5","?."
"G234249","Non-Essential","Ubiquitin-system proteins","Proteasome","Cell cycle defects","PS00972","4","?."
"G235121","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","2","?."
"G234515","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","8","?."
"G235354","Essential","ATPases","Proteasome","Cell cycle defects","PS00854","6","?."
"G234086","Non-Essential","Proteases","Proteases, mitochondrial","Cell morphology and organelle mutants","PS01046","2","?."
"G234086","Non-Essential","Proteases","Proteases, mitochondrial","Auxotrophies, carbon and","PS00017","2","?."
"G235224","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00633","4","?."
"G235051","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","16","?."
"G235783","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","14","?."
"G235305","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00463","5","?."
"G235777","Essential","Polymerases","RNA processing complexes","Conditional phenotypes","PS00017","14","?."
"G236523","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00633","12","?."
"G234365","Essential","Ubiquitin-system proteins","RNA processing complexes","Sensitivity to aminoacid analogs and other drugs","PS00499","5","?."
"G234414","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00687","7","?."
"G235547","Non-Essential","Transcription factors","Cytoskeleton","Cell cycle defects","PS00038","10","?."
"G234741","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00296","12","?."
"G234837","Non-Essential","Nucleases","RNA processing complexes","Auxotrophies, carbon and","PS01175","13","?."
"G239593","Non-Essential","Ubiquitin-system proteins","Translation complexes","Cell morphology and organelle mutants","PS00928","4","?."
"G234617","Non-Essential","GTP-binding proteins","Ornithine carbamoyltransferase","Conditional phenotypes","PS00294","10","?."
"G234419","Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00434","7","?."
"G234847","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","14","?."
"G237429","Non-Essential","Ubiquitin-system proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00557","13","?."
"G235761","Non-Essential","Transcription factors","Cytoskeleton","Conditional phenotypes","PS00028","14","?."
"G235589","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Auxotrophies, carbon and","PS00120","11","?."
"G240407","Non-Essential","Ubiquitin-system proteins","Translation complexes","Stress response defects","PS00557","13","?."
"G234688","Essential","ATPases","RNA processing complexes","Conditional phenotypes","PS00690","15","?."
"G236831","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","4","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Mating and sporulation defects","PS00225","14","?."
"G234534","Essential","Molecular chaperones","Mitochondrial translocase complex","Cell morphology and organelle mutants","PS00017","9","?."
"G234394","Essential","Actins","Cytoskeleton","Conditional phenotypes","PS00432","6","?."
"G235778","Non-Essential","Cyclins","Cytoskeleton","Mating and sporulation defects","PS00227","14","?."
"G235098","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00037","1","?."
"G235933","Non-Essential","Ubiquitin-system proteins","Translation complexes","Stress response defects","PS00215","13","?."
"G235848","Essential","Transcription factors","Replication complexes","Cell cycle defects","PS00017","15","?."
"G236523","Non-Essential","Ubiquitin-system proteins","Respiration chain complexes","Auxotrophies, carbon and","PS00633","12","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00329","10","?."
"G235224","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00028","4","?."
